Appid,name,header_image,,developer,,,,categories,genres,steamspy_tags,,positive_ratings,negative_ratings,,median_playtime,,price
438440,Star Rogue,https://steamcdn-a.akamaihd.net/steam/apps/438440/header.jpg?t=1539086408,,Wehrmann Studios,,,,Single-player;Local Co-op;Steam Achievements;Partial Controller Support,Action;Indie;Early Access,Early Access;Indie;Action,,20,0,,0,,5.79
441060,Silver Creek Falls - Chapter 3,https://steamcdn-a.akamaihd.net/steam/apps/441060/header.jpg?t=1529634338,,Sapphire Dragon Productions,,,,Single-player;Steam Achievements,Adventure;Indie,Indie;Adventure;Story Rich,,20,5,,0,,3.99
444320,Jumpix Jump,https://steamcdn-a.akamaihd.net/steam/apps/444320/header.jpg?t=1455525950,,Seaside Digital Arts,,,,Single-player,Adventure;Casual;Indie,Adventure;Indie;Casual,,20,23,,0,,2.79
446070,ecotone,https://steamcdn-a.akamaihd.net/steam/apps/446070/header.jpg?t=1484557306,,Sundae Factory,,,,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Adventure;Action;Indie,,20,3,,0,,5.99
448670,Pinball HD Collection,https://steamcdn-a.akamaihd.net/steam/apps/448670/header.jpg?t=1521097714,,OOO Gameprom,,,,Single-player;Steam Leaderboards,Action;Casual;Indie;Simulation,Simulation;Action;Indie,,20,16,,0,,14.99
448710,VirZOOM Arcade,https://steamcdn-a.akamaihd.net/steam/apps/448710/header.jpg?t=1524845862,,VirZOOM,,,,Single-player;Multi-player;VR Support,Action;Adventure;Casual;Indie;Racing;Sports,Casual;Racing;Action,,20,1,,0,,0
450650,Polyology,https://steamcdn-a.akamaihd.net/steam/apps/450650/header.jpg?t=1474051653,,Gridlock Interactive,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie,Indie;Sokoban;Puzzle,,20,1,,0,,0.79
453350,Vaccine War,https://steamcdn-a.akamaihd.net/steam/apps/453350/header.jpg?t=1466235988,,Games For Tutti,,,,Single-player;Full controller support;Commentary available,Action;Adventure;Indie,Action;Indie;Adventure,,20,8,,0,,5.59
457770,Audio Arena,https://steamcdn-a.akamaihd.net/steam/apps/457770/header.jpg?t=1469461982,,Skydome Studios,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action,Action;VR,,20,3,,0,,4.99
458370,VR Baseball,https://steamcdn-a.akamaihd.net/steam/apps/458370/header.jpg?t=1489429949,,Rank17,,,,Single-player;Full controller support;VR Support,Indie;Sports,Indie;Sports;VR,,20,6,,0,,5.99
459150,Super Cat Herding: Totally Awesome Edition,https://steamcdn-a.akamaihd.net/steam/apps/459150/header.jpg?t=1524179050,,ZoopTEK,,,,Single-player;Steam Trading Cards,Casual;Indie;Simulation,Simulation;Sandbox;Physics,,20,2,,0,,6.99
459610,Star Fleet Armada Rogue Adventures,https://steamcdn-a.akamaihd.net/steam/apps/459610/header.jpg?t=1515885624,,Blue  Blaze Gaming,,,,Single-player;Steam Achievements;Partial Controller Support,Indie;Simulation;Strategy,Indie;Strategy;Simulation,,20,2,,0,,5.19
460140,Midnight at the Celestial Palace: Chapter I,https://steamcdn-a.akamaihd.net/steam/apps/460140/header.jpg?t=1499723036,,Orrery Games;Blip Haus Design,,,,Single-player;Captions available,Adventure;Indie,Adventure;Indie;Point & Click,,20,0,,0,,3.99
463470,Lithium: Inmate 39,https://steamcdn-a.akamaihd.net/steam/apps/463470/header.jpg?t=1477407731,,Canu Arts,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie;Strategy,Indie;Strategy;Action,,20,11,,0,,3.99
465310,Ricerca VR,https://steamcdn-a.akamaihd.net/steam/apps/465310/header.jpg?t=1462297085,,"The Family, LLC;Yo-Yo Lin;William Paul Cowan Jr.;Mike Murdock;Neilson K-S",,,,Single-player,Indie,Indie;Animation & Modeling;Cinematic,,20,5,,0,,0.79
477750,Thirty Years' War,https://steamcdn-a.akamaihd.net/steam/apps/477750/header.jpg?t=1478183923,,Ageod;HQ,,,,Single-player,Simulation;Strategy,Strategy;Simulation;Historical,,20,10,,0,,22.99
481600,Finding Hope,https://steamcdn-a.akamaihd.net/steam/apps/481600/header.jpg?t=1487636680,,Falling Star Studio,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG,Adventure;Casual;RPG,,20,10,,0,,1.99
488150,Octoshield VR,https://steamcdn-a.akamaihd.net/steam/apps/488150/header.jpg?t=1514976674,,Potato Games,,,,Single-player;Steam Cloud,Action;Indie;Simulation;Sports;Early Access,Early Access;Sports;Action,,20,8,,0,,3.99
494370,Orbital Strike: Arena,https://steamcdn-a.akamaihd.net/steam/apps/494370/header.jpg?t=1482034515,,Sandglass Games LLC,,,,Multi-player;Online Multi-Player;Online Co-op,Action;Indie;Early Access,Early Access;Action;Indie,,20,5,,0,,10.99
21300,Gravitron 2,https://steamcdn-a.akamaihd.net/steam/apps/21300/header.jpg?t=1447351483,,Dark Castle Software,,,,Single-player;Steam Achievements,Indie;Casual,Arcade,,19,8,,0,,2.99
31900,Nancy Drew®: The Creature of Kapu Cave,https://steamcdn-a.akamaihd.net/steam/apps/31900/header.jpg?t=1490219713,,HeR Interactive,,,,Single-player,Adventure,Adventure;Point & Click;Female Protagonist,,19,7,,0,,5.19
31920,Nancy Drew®: The Phantom of Venice,https://steamcdn-a.akamaihd.net/steam/apps/31920/header.jpg?t=1490216762,,HeR Interactive,,,,Single-player,Adventure,Adventure;Point & Click;Puzzle,,19,6,,0,,5.19
37960,Jewel Quest Pack,https://steamcdn-a.akamaihd.net/steam/apps/37960/header.jpg?t=1447352428,,iWin,,,,Single-player,Casual,Casual;Puzzle;Match 3,,19,3,,0,,14.99
38120,Farm Frenzy,https://steamcdn-a.akamaihd.net/steam/apps/38120/header.jpg?t=1447352916,,Alawar,,,,Single-player,Casual,Casual;Agriculture,,19,2,,0,,3.99
210230,Nancy Drew®: Tomb of the Lost Queen,https://steamcdn-a.akamaihd.net/steam/apps/210230/header.jpg?t=1490049701,,HeR Interactive,,,,Single-player,Adventure,Adventure;Point & Click;Female Protagonist,,19,2,,0,,14.99
227900,Battleship,https://steamcdn-a.akamaihd.net/steam/apps/227900/header.jpg?t=1447357173,,"Sperasoft, Inc.",,,,Single-player,Strategy;Casual,Strategy;Casual;Board Game,,19,14,,0,,6.99
236970,Jack Keane 2 - The Fire Within,https://steamcdn-a.akamaihd.net/steam/apps/236970/header.jpg?t=1540288798,,Deck 13,,,,Single-player,Adventure,Adventure;Point & Click,,19,22,,0,,7.19
251020,Railroad X,https://steamcdn-a.akamaihd.net/steam/apps/251020/header.jpg?t=1447358628,,"TREND, Soft Pro",,,,Single-player,Simulation,Simulation;Trains,,19,25,,0,,13.49
260080,YOU DON'T KNOW JACK Vol. 6 The Lost Gold,https://steamcdn-a.akamaihd.net/steam/apps/260080/header.jpg?t=1478025980,,"Jackbox Games, Inc.",,,,Single-player;Multi-player,Casual;Indie,Casual;Indie;Comedy,,19,27,,0,,1.59
264460,A-Men,https://steamcdn-a.akamaihd.net/steam/apps/264460/header.jpg?t=1450771571,,Bloober Team SA,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Action;Indie;Adventure,,19,28,,0,,6.99
278590,Heroes of Legionwood,https://steamcdn-a.akamaihd.net/steam/apps/278590/header.jpg?t=1538989075,,Dark Gaia Studios,,,,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Casual;Indie;RPG,RPG;Indie;Casual,,19,6,,0,,4.99
307920,Wildlife Park 2 - Farm World,https://steamcdn-a.akamaihd.net/steam/apps/307920/header.jpg?t=1549964506,,b-alive gmbh,,,,Single-player;Steam Cloud,Casual;Indie;Simulation;Strategy,Casual;Simulation;Strategy,,19,7,,0,,2.79
312050,Red Johnson's Chronicles - 1+2 - Steam Special Edition,https://steamcdn-a.akamaihd.net/steam/apps/312050/header.jpg?t=1478599468,,Lexis Numérique,,,,Single-player;Steam Achievements,Action;Adventure,Adventure;Action;Point & Click,,19,23,,0,,6.99
314120,Frayed Knights: The Skull of S'makh-Daon,https://steamcdn-a.akamaihd.net/steam/apps/314120/header.jpg?t=1447362700,,Rampant Games,,,,Single-player;Steam Achievements,Indie;RPG,RPG;Indie;Comedy,,19,8,,0,,8.99
315680,Spellcrafter,https://steamcdn-a.akamaihd.net/steam/apps/315680/header.jpg?t=1447362823,,Jujubee S.A.,,,,Single-player;Steam Achievements,Adventure;Indie;RPG;Strategy,RPG;Strategy;Adventure,,19,36,,0,,6.99
321490,MotoGP™14 Compact,https://steamcdn-a.akamaihd.net/steam/apps/321490/header.jpg?t=1478853397,,Milestone S.r.l.,,,,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud,Racing;Simulation;Sports,Racing;Simulation;Sports,,19,38,,0,,3.99
333540,Neocolonialism,https://steamcdn-a.akamaihd.net/steam/apps/333540/header.jpg?t=1450385371,,"Subaltern Games, LLC",,,,Single-player;Multi-player,Indie;Simulation;Strategy,Strategy;Indie;Simulation,,19,15,,83,,2.09
336220,ORBITOR,https://steamcdn-a.akamaihd.net/steam/apps/336220/header.jpg?t=1502507280,,Evil Aliens,,,,Single-player;Partial Controller Support,Action;Adventure;Indie;Early Access,Early Access;Action;Adventure,,19,7,,0,,10.99
336530,PD Howler 9.6 Digital Painter and Visual FX box,https://steamcdn-a.akamaihd.net/steam/apps/336530/header.jpg?t=1447365684,,Daniel Ritchie - Squirreldome.com;Philip Staiger - TheBest3D.com,,,,Includes Source SDK,Animation & Modeling;Design & Illustration;Photo Editing;Software Training;Utilities;Video Production,Design & Illustration;Photo Editing;Utilities,,19,9,,0,,22.99
342520,BoxesWithGuns,https://steamcdn-a.akamaihd.net/steam/apps/342520/header.jpg?t=1447366958,,Thomas Christof;Giovanni Rotondo;Thomas S.,,,,Single-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Arcade,,19,58,,1,,1.59
348280,ORBIT,https://steamcdn-a.akamaihd.net/steam/apps/348280/header.jpg?t=1447368636,,4Bit Games,,,,Multi-player;Shared/Split Screen;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Space,,19,7,,0,,4.99
348650,The Asskickers-Steam Edition,https://steamcdn-a.akamaihd.net/steam/apps/348650/header.jpg?t=1478070892,,AGO Games,,,,Single-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Indie,Action;Indie;Beat 'em up,,19,50,,0,,6.99
349530,TableTop Cricket,https://steamcdn-a.akamaihd.net/steam/apps/349530/header.jpg?t=1547089083,,Big Ant Studios,,,,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie;Sports,Sports;Indie;Casual,,19,9,,0,,9.99
349540,PeriAreion,https://steamcdn-a.akamaihd.net/steam/apps/349540/header.jpg?t=1483631937,,TBA Games,,,,Single-player;Steam Achievements;Steam Trading Cards,Indie;Simulation;Strategy,Strategy;Indie;Simulation,,19,28,,0,,4.79
349950,GunWorld,https://steamcdn-a.akamaihd.net/steam/apps/349950/header.jpg?t=1447369034,,m07games,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Platformer,,19,42,,0,,1.59
350090,No Pineapple Left Behind,https://steamcdn-a.akamaihd.net/steam/apps/350090/header.jpg?t=1461166909,,Subaltern Games,,,,Single-player;Steam Achievements,Indie;Simulation;Strategy,Strategy;Simulation;Indie,,19,18,,0,,5.19
350880,Archamon,https://steamcdn-a.akamaihd.net/steam/apps/350880/header.jpg?t=1517842112,,Vionsoft,,,,Single-player;Steam Achievements;Includes level editor,Indie;Strategy,Strategy;Indie,,19,8,,0,,9.29
352170,MadOut,https://steamcdn-a.akamaihd.net/steam/apps/352170/header.jpg?t=1482990874,,Nuligine,,,,Single-player;Full controller support,Action;Indie;Racing;Simulation,Racing;Action;Indie,,19,30,,0,,6.99
353340,Dungeon Highway,https://steamcdn-a.akamaihd.net/steam/apps/353340/header.jpg?t=1477339174,,Substantial,,,,Single-player;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Indie,Indie;Action;Fantasy,,19,6,,0,,2.79
356540,East Tower - Takashi (East Tower Series Vol. 2),https://steamcdn-a.akamaihd.net/steam/apps/356540/header.jpg?t=1546839104,,roseVeRte,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;Simulation,Adventure;Indie;Casual,,19,9,,0,,4.79
357700,Rogue Continuum,https://steamcdn-a.akamaihd.net/steam/apps/357700/header.jpg?t=1475596040,,Rocktastic Games,,,,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support,Action;Indie;Strategy,Action;Indie;Strategy,,19,3,,0,,6.99
358320,Realms of Chaos,https://steamcdn-a.akamaihd.net/steam/apps/358320/header.jpg?t=1447371247,,3D Realms (Apogee Software),,,,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Platformer,,19,6,,0,,3.99
360530,WE ARE DOOMED,https://steamcdn-a.akamaihd.net/steam/apps/360530/header.jpg?t=1529343677,,Vertex Pop,,,,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie,Twin Stick Shooter;Action;Indie,,19,0,,0,,6.99
363180,Tenshu General,https://steamcdn-a.akamaihd.net/steam/apps/363180/header.jpg?t=1449777370,,SmartArt Game Studio,,,,Single-player;Steam Achievements;Steam Trading Cards;Stats;Includes level editor,Casual;Indie;Strategy,Strategy;Indie;Casual,,19,8,,0,,4.79
366990,Puzzle Station 15th Anniversary Retro Release,https://steamcdn-a.akamaihd.net/steam/apps/366990/header.jpg?t=1447373493,,Ninai Games;YeaBoing,,,,Single-player,Casual;Indie,Casual;Indie;Puzzle,,19,10,,0,,2.79
369190,Shoot 'Em Up Kit,https://steamcdn-a.akamaihd.net/steam/apps/369190/header.jpg?t=1478384264,,Tall Studios,,,,Partial Controller Support;Includes level editor,Animation & Modeling;Design & Illustration;Education;Utilities;Early Access,Early Access;Utilities;Animation & Modeling,,19,10,,0,,29.99
370570,Color Assembler,https://steamcdn-a.akamaihd.net/steam/apps/370570/header.jpg?t=1452861418,,Purple Nebula,,,,Single-player;Steam Cloud,Casual;Indie,Indie;Casual;Puzzle,,19,4,,0,,5.59
371530,Legends of Pixelia,https://steamcdn-a.akamaihd.net/steam/apps/371530/header.jpg?t=1487237169,,SimaGames,,,,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Indie;RPG,Action;RPG;Indie,,19,2,,0,,4.99
372740,Second Warfare,https://steamcdn-a.akamaihd.net/steam/apps/372740/header.jpg?t=1534645540,,Kobra Studio,,,,Single-player;Multi-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie;Early Access,Early Access;Action;Indie,,19,50,,0,,10.99
378570,Robo Miner,https://steamcdn-a.akamaihd.net/steam/apps/378570/header.jpg?t=1555534352,,reiti.net,,,,Single-player,Casual;Indie,Indie;Casual,,19,10,,0,,1.99
381800,DRIFT 84,https://steamcdn-a.akamaihd.net/steam/apps/381800/header.jpg?t=1447376763,,Reventador Games,,,,Single-player;Multi-player;Cross-Platform Multiplayer,Racing;Early Access,Early Access;Racing,,19,19,,0,,1.99
384940,Magical Brickout,https://steamcdn-a.akamaihd.net/steam/apps/384940/header.jpg?t=1502146645,,Cunning Force Games,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,,19,4,,0,,5.59
391590,Dream Chamber,https://steamcdn-a.akamaihd.net/steam/apps/391590/header.jpg?t=1478597545,,Forge Reply,,,,Single-player,Adventure,Adventure;Point & Click,,19,16,,0,,6.99
391630,Necromonads,https://steamcdn-a.akamaihd.net/steam/apps/391630/header.jpg?t=1447377373,,Gamesare,,,,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action,Action;Arcade;Retro,,19,15,,0,,2.79
394030,Trigonarium,https://steamcdn-a.akamaihd.net/steam/apps/394030/header.jpg?t=1523508461,,Kimmo Lahtinen,,,,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Shoot 'Em Up,,19,0,,572,,3.99
394840,Mars Colony: Frontier,https://steamcdn-a.akamaihd.net/steam/apps/394840/header.jpg?t=1447377559,,HyperKat Games,,,,Single-player;Multi-player;Co-op;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG;Simulation,Adventure;RPG;Indie,,19,32,,0,,6.99
397600,Viral EX,https://steamcdn-a.akamaihd.net/steam/apps/397600/header.jpg?t=1500286776,,Fierce Kaiju Ltd,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Indie;VR,,19,0,,0,,7.99
398120,Advanced Gaming Platform::Epica,https://steamcdn-a.akamaihd.net/steam/apps/398120/header.jpg?t=1534355554,,AGP::Studios,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Violent;Gore;Action;Indie;RPG;Simulation;Early Access,Early Access;RPG;Action,,19,30,,0,,15.49
399230,Kitchen Simulator 2015,https://steamcdn-a.akamaihd.net/steam/apps/399230/header.jpg?t=1447377779,,WhackAKey Games,,,,Single-player;Steam Trading Cards,Action;Adventure;Casual;Simulation;Strategy,Simulation;Casual;Strategy,,19,71,,262,,0.79
401280,Nubs' Adventure,https://steamcdn-a.akamaihd.net/steam/apps/401280/header.jpg?t=1451294260,,IMakeGames,,,,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,Action;Adventure;Indie,,19,0,,0,,5.19
404070,Lords of New York,https://steamcdn-a.akamaihd.net/steam/apps/404070/header.jpg?t=1539141672,,"Lunchtime Studios, LLC",,,,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Trading Cards,Casual;Indie;RPG;Early Access,Early Access;Indie;RPG,,19,14,,0,,0
409420,Knight Adventure,https://steamcdn-a.akamaihd.net/steam/apps/409420/header.jpg?t=1466029375,,Syberstudio,,,,Single-player;Steam Trading Cards,Action;Adventure;Indie,Action;Adventure;Indie,,19,32,,376,,0.79
409460,Blackfaun,https://steamcdn-a.akamaihd.net/steam/apps/409460/header.jpg?t=1477523533,,Wild Guess Software,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats,Action;Indie;RPG,Action;RPG;Indie,,19,9,,0,,3.99
416070,Mars 2030,https://steamcdn-a.akamaihd.net/steam/apps/416070/header.jpg?t=1545296862,,Advent RPG,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy,Strategy;RPG;Adventure,,19,19,,0,,3.99
427890,Felt Tip Circus,https://steamcdn-a.akamaihd.net/steam/apps/427890/header.jpg?t=1488755170,,Alpha Wave Entertainment,,,,Single-player;Shared/Split Screen;VR Support;Steam Workshop;Includes level editor,Action;Casual;Indie,Action;Indie;Casual,,19,6,,0,,5.59
430190,Wondershot,https://steamcdn-a.akamaihd.net/steam/apps/430190/header.jpg?t=1458727495,,Leikir Studio,,,,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie,Indie;Local Multiplayer;4 Player Local,,19,3,,0,,9.99
432480,Grenade Madness,https://steamcdn-a.akamaihd.net/steam/apps/432480/header.jpg?t=1460721215,,Touch Orchestra,,,,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Indie;Early Access,Early Access;Action;Indie,,19,2,,0,,6.99
435600,"My Tower, My Home",https://steamcdn-a.akamaihd.net/steam/apps/435600/header.jpg?t=1460505936,,Shoor Games,,,,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;RPG;Strategy,Action;Indie;Strategy,,19,10,,0,,0.79
437740,Inside: Before Birth,https://steamcdn-a.akamaihd.net/steam/apps/437740/header.jpg?t=1459721175,,CydoniaGate,,,,Single-player,Adventure;Casual;Indie,Indie;Casual;Adventure,,19,23,,0,,2.79
440120,Vreal,https://steamcdn-a.akamaihd.net/steam/apps/440120/header.jpg?t=1555528358,,VREAL INC,,,,Single-player;Online Multi-Player,Action;Adventure;Casual;Free to Play;Early Access,Early Access;Action;Adventure,,19,6,,0,,0
443680,Revenge of Roger Rouge,https://steamcdn-a.akamaihd.net/steam/apps/443680/header.jpg?t=1461342099,,Trazzy Entertainment,,,,Single-player;Steam Trading Cards,Action;Casual;Indie;Simulation,Action;Indie;Casual,,19,10,,274,,0.79
447000,Grimsfield,https://steamcdn-a.akamaihd.net/steam/apps/447000/header.jpg?t=1463240146,,Adam Wells,,,,Single-player,Adventure;Indie,Adventure;Indie;Point & Click,,19,2,,0,,2.99
449780,Jacob,https://steamcdn-a.akamaihd.net/steam/apps/449780/header.jpg?t=1468918270,,Duck Duck Zeus,,,,Single-player,Casual;Free to Play;Indie;Strategy,Free to Play;Indie;Strategy,,19,62,,0,,0
450740,Mind Unleashed,https://steamcdn-a.akamaihd.net/steam/apps/450740/header.jpg?t=1526916924,,Frost Earth Studio,,,,Single-player;Steam Trading Cards;Partial Controller Support,Action;Indie,Indie;Action;VR,,19,13,,0,,1.99
451900,WizardCraft,https://steamcdn-a.akamaihd.net/steam/apps/451900/header.jpg?t=1508927959,,David Mccue,,,,Single-player;Includes level editor,Indie;RPG;Strategy,Strategy;Indie;RPG,,19,9,,0,,5.59
453870,Quantum Chess,https://steamcdn-a.akamaihd.net/steam/apps/453870/header.jpg?t=1549302811,,Quantum Realm Games;Broken Circle Studios,,,,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen,Indie;Strategy;Early Access,Early Access;Strategy;Indie,,19,5,,0,,6.99
454770,Mystic Melee,https://steamcdn-a.akamaihd.net/steam/apps/454770/header.jpg?t=1505856149,,Ben Hopkins,,,,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie;Early Access,Early Access;Action;Adventure,,19,4,,0,,10.99
455590,Skedaddle,https://steamcdn-a.akamaihd.net/steam/apps/455590/header.jpg?t=1500680678,,plaiko,,,,Single-player;Steam Trading Cards,Action;Adventure;Indie;Early Access,Early Access;Action;Indie,,19,6,,0,,1.99
455700,Big Buck Hunter Arcade,https://steamcdn-a.akamaihd.net/steam/apps/455700/header.jpg?t=1477450226,,GameMill Entertainment,,,,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Simulation;Sports;Strategy,Action;Simulation;Sports,,19,21,,0,,6.99
456450,Jaunt VR - Experience Cinematic Virtual Reality,https://steamcdn-a.akamaihd.net/steam/apps/456450/header.jpg?t=1535748997,,Jaunt Inc.,,,,VR Support,Utilities,Utilities,,19,22,,0,,0
458030,StarFringe: Adversus,https://steamcdn-a.akamaihd.net/steam/apps/458030/header.jpg?t=1554058299,,Casualogic,,,,Single-player;Steam Achievements,Strategy;Early Access,Early Access;Strategy;RTS,,19,14,,25,,4.99
458510,Zombie Pinball,https://steamcdn-a.akamaihd.net/steam/apps/458510/header.jpg?t=1519902936,,Shine Research,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Casual,Casual;Pinball;Arcade,,19,18,,0,,3.99
463400,Spellbound,https://steamcdn-a.akamaihd.net/steam/apps/463400/header.jpg?t=1491544933,,Wobbly Duck Studios,,,,Single-player,Action;Adventure;Indie;RPG;Early Access,Early Access;Action;Adventure,,19,5,,0,,14.99
466160,Arelite Core,https://steamcdn-a.akamaihd.net/steam/apps/466160/header.jpg?t=1486651597,,Dragon Slumber,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Indie;RPG,Indie;RPG;Adventure,,19,1,,0,,14.99
469550,Bambino Rally 3,https://steamcdn-a.akamaihd.net/steam/apps/469550/header.jpg?t=1492063942,,Play Publishing,,,,Single-player,Action;Racing;Simulation,Racing;Action;Simulation,,19,14,,0,,1.59
487020,Fantasy Mosaics 14: Fourth Color,https://steamcdn-a.akamaihd.net/steam/apps/487020/header.jpg?t=1520359149,,Andy Jurko,,,,Single-player,Casual;Indie,Casual;Indie;Puzzle,,19,2,,0,,5.19
488460,Zeus Quest Remastered,https://steamcdn-a.akamaihd.net/steam/apps/488460/header.jpg?t=1532436361,,Crazysoft Limited,,,,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,Adventure;Indie,Adventure;Indie;Point & Click,,19,9,,0,,4.99
490170,Mind OVR Matter,https://steamcdn-a.akamaihd.net/steam/apps/490170/header.jpg?t=1517210788,,Joe Chatfield,,,,Single-player,Action;Indie,Action;Indie;VR,,19,2,,0,,3.99
490250,Locomancer,https://steamcdn-a.akamaihd.net/steam/apps/490250/header.jpg?t=1540876540,,Eric Lipschutz,,,,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Workshop;Steam Cloud,Casual;Indie;Simulation,Simulation;Indie;Casual,,19,4,,0,,10.99
491440,Grim Dragons,https://steamcdn-a.akamaihd.net/steam/apps/491440/header.jpg?t=1491839770,,Punkster Inc.,,,,Single-player;Partial Controller Support,Action;Adventure;Indie;Early Access,Early Access;Action;Adventure,,19,5,,0,,4.99
491830,Glow,https://steamcdn-a.akamaihd.net/steam/apps/491830/header.jpg?t=1476918183,,Impetus Games,,,,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,,19,8,,0,,3.99
493320,Killing Time,https://steamcdn-a.akamaihd.net/steam/apps/493320/header.jpg?t=1481836994,,The 3DO Company,,,,Single-player,Violent;Gore;Action,Action;Gore;Violent,,19,4,,0,,6.99
493410,Steampuff: Phinnegan's Factory,https://steamcdn-a.akamaihd.net/steam/apps/493410/header.jpg?t=1504046242,,Mister Anderson,,,,Single-player,Action;Indie,Action;Indie;VR,,19,5,,0,,3.99
493780,Nightork Adventures - Beyond the Moons of Shadalee,https://steamcdn-a.akamaihd.net/steam/apps/493780/header.jpg?t=1504623954,,Warptear Entertainment,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Includes level editor,Action;Indie;Simulation,Action;Indie;Simulation,,19,10,,247,,1.59
497090,Amihailu in Dreamland,https://steamcdn-a.akamaihd.net/steam/apps/497090/header.jpg?t=1471997833,,Delmunsoft,,,,Single-player;Full controller support,Indie,Indie;RPGMaker;Female Protagonist,,19,5,,0,,0
498620,The Shadowland,https://steamcdn-a.akamaihd.net/steam/apps/498620/header.jpg?t=1488715960,,Bloodcraft Dev,,,,Single-player;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Platformer,,19,12,,0,,0.79
498980,DUO,https://steamcdn-a.akamaihd.net/steam/apps/498980/header.jpg?t=1510779627,,NiVision,,,,Single-player,Action;Casual;Indie;Sports,Action;Casual;Sports,,19,6,,0,,5.99
500110,Glider Island,https://steamcdn-a.akamaihd.net/steam/apps/500110/header.jpg?t=1543984085,,Joey Sipos,,,,Single-player;Full controller support;Steam Leaderboards,Action;Adventure;Casual;Racing;Simulation;Sports,Casual;Sports;Adventure,,19,6,,0,,5.59
12510,Prison Tycoon 3™: Lockdown,https://steamcdn-a.akamaihd.net/steam/apps/12510/header.jpg?t=1466448680,,Gamebryo;Virtual Playground,,,,Single-player,Strategy,Strategy;Simulation,,18,89,,0,,6.99
